,AAPL US Equity,MSFT US Equity,NVDA US Equity,AVGO US Equity,AMZN US Equity,META US Equity,TSLA US Equity,GOOGL US Equity,GOOG US Equity,COST US Equity,NFLX US Equity,AMD US Equity,ADBE US Equity,PEP US Equity,LIN US Equity,QCOM US Equity,TMUS US Equity,CSCO US Equity,TXN US Equity,AMAT US Equity,INTU US Equity,AMGN US Equity,CMCSA US Equity,INTC US Equity,ISRG US Equity,HON US Equity,BKNG US Equity,MU US Equity,VRTX US Equity,LRCX US Equity,ADI US Equity,REGN US Equity,KLAC US Equity,PANW US Equity,ADP US Equity,GILD US Equity,MDLZ US Equity,PDD US Equity,SNPS US Equity,ASML US Equity,SBUX US Equity,MELI US Equity,CRWD US Equity,CTAS US Equity,CDNS US Equity,NXPI US Equity,MAR US Equity,CSX US Equity,ABNB US Equity,PYPL US Equity,ROP US Equity,ORLY US Equity,MRVL US Equity,CEG US Equity,PCAR US Equity,MNST US Equity,ADSK US Equity,CPRT US Equity,AEP US Equity,MCHP US Equity,WDAY US Equity,ROST US Equity,MRNA US Equity,CHTR US Equity,AZN US Equity,KDP US Equity,PAYX US Equity,FTNT US Equity,DXCM US Equity,TTD US Equity,ODFL US Equity,KHC US Equity,VRSK US Equity,FAST US Equity,EA US Equity,IDXX US Equity,DASH US Equity,CTSH US Equity,FANG US Equity,GEHC US Equity,DDOG US Equity,EXC US Equity,BKR US Equity,LULU US Equity,CCEP US Equity,BIIB US Equity,ON US Equity,GFS US Equity,CDW US Equity,XEL US Equity,CSGP US Equity,ZS US Equity,TEAM US Equity,ANSS US Equity,TTWO US Equity,DLTR US Equity,WBD US Equity,ARM US Equity,ILMN US Equity,MDB US Equity,WBA US Equity,IXIC Index
2023-03-08,153.571,255.5989,24.1979,64.297,93.92,184.97,182,94.25,94.65,488.577,311.79,85.37,345.84,176.503,357.6239,123.3535,143.18,50.4047,179.9957,119.5221,418.983,233.82,36.735,26.9239,231.09,198.5489,2582.87,57.256,285.18,497.2198,189.214,745.2,391.35,188.38,223.9957,81.7679,65.9089,93.03,369.02,623.432,104.1898,1252.57,128.92,442.65,199.3,184.3808,174.5899,30.5689,125,75.84,426.502,830.56,43.3345,78.6011,78.9651,51.56,204.51,35.61,91.6953,85.6218,183.49,109.7158,142.08,353.87,65.4958,35.3571,114.9097,61.79,112.74,58.22,175.8036,39.1151,185.492,54.0098,112.809,482.22,58.2,62.3219,150.9888,76.63,71.98,42.2852,32.0628,305.87,56.1557,263.02,83.1,67.51,201.7274,65.2646,70.36,114.95,177.9,302.63,116.31,141.71,15.34,,202.171,228.7,35.7905,14536.99
2023-03-09,151.28,254.2085,23.4524,63.307,92.25,181.69,172.92,92.32,92.66,482.023,297.78,84.03,338.37,175.167,348.575,119.3027,141.09,50.0967,177.1562,117.9002,406.826,231.118,36.295,27.4006,228.57,195.8179,2505.39,55.9577,286.88,494.0756,186.1613,743.75,382.319,184.42,222.2398,80.4935,65.5748,85.65,361.92,608.6766,101.9536,1201.79,121.68,437.681,196.4,181.6734,168.842,30.0538,119.84,75.93,424.794,822.31,41.0849,79.175,77.2498,51,200.49,34.82,91.1408,84.3454,181.47,106.2143,137.36,343.01,65.4753,35.1335,113.2374,59.95,112.08,55.76,172.0561,38.9824,183.7863,53.1428,110.9804,472.28,55.28,61.6939,148.2867,76.38,69.91,41.6087,30.6652,301.8,55.3477,258.99,81.41,66.4,197.9245,65.1126,68.87,110.45,169.99,300.22,112.96,139.64,14.77,,196.884,209.57,34.5553,14277.2
2023-03-10,149.181,250.4506,22.9811,62.525,90.73,179.51,173.44,90.63,91.01,473.599,292.76,82.67,329.3,175.402,344.1614,117.2367,139.51,49.8402,175.3176,115.2307,394.789,233.247,36.1313,28.2089,224.75,196.2748,2480.49,55.2833,287.24,482.5269,184.3358,747,371.2476,185.71,216.7391,81.0542,65.7165,85.73,355.23,605.1236,101.0184,1168.04,119.72,431.664,195.67,176.8444,165.6208,29.7812,118.3,73.43,422.312,819.92,38.8453,78.0776,75.1811,50.085,194.02,34.2,89.8778,82.6334,178.27,104.8157,138.29,329.49,65.5673,34.8895,109.954,58.76,107.77,53.35,168.7426,39.1371,180.7461,52.5512,109.7044,454.86,53.23,61.1571,144.0163,74.97,65.14,41.1884,29.6553,296.26,55.2863,256.56,78.38,64.2,192.1343,64.0688,67.08,105.45,155.78,296.03,110.58,140.29,14.35,,188.546,194.08,34.5241,14080.1
2023-03-13,151.16,255.8205,22.9821,62.692,92.43,180.9,174.48,91.11,91.66,474.464,293.51,82.01,324.27,177.115,338.6846,116.4632,139.73,49.6862,177.6158,116.6914,393.734,238.683,36.3359,27.9291,227.78,196.0413,2438.89,54.2467,293.46,480.6928,185.137,752.33,368.5302,185.9,216.729,81.0644,66.3646,91.17,357.29,608.7168,100.7134,1162.33,121.41,434.244,196.27,176.7231,161.6245,29.3469,115.96,72.61,423.468,818.23,38.1524,77.6245,74.2455,50.16,197.87,33.96,91.7774,82.3396,181.25,104.3679,147.9,335.26,66.5785,34.8183,110.4639,59.27,110.66,54.25,165.1582,39.3228,181.5689,52.7348,110.5886,460.92,53.8,58.7262,139.3857,76.24,66.24,42.4287,28.7066,292.9,56.4626,258.55,77.75,64.05,190.0664,66.1767,66.84,109.86,158.32,302.75,111.33,142.29,14.02,,220.548,201.74,34.8459,14190.79
2023-03-14,153.289,262.7419,24.0798,64.318,94.88,194.02,183.26,93.97,94.25,484.435,294.94,87.45,333.33,176.931,346.3823,118.6208,143.01,50.3431,179.4952,121.2245,410.567,236.021,36.1006,29.0276,235.28,195.9093,2475.75,54.6191,295.25,499.5426,189.2241,766.8,382.8746,184.48,216.7696,82.0942,67.124,92.73,369.84,624.3379,101.0997,1214.96,128.01,445.22,203.52,181.6774,163.7686,29.5489,116.36,73.24,430.089,821.23,38.775,78.4602,75.4202,50.82,199.22,34.655,92.6708,84.3251,183.41,104.6606,151.28,336.14,66.4866,35.2046,110.3721,60.89,113.16,56.53,167.3505,39.3435,181.8498,53.3978,112.0052,471.42,56.99,59.1922,140.5513,77.14,65.96,42.3775,28.931,295.1,57.6389,262.35,81.2,65.85,192.9716,66.8456,67.62,107.97,159.98,308.3,113.81,141.49,14.05,,219.518,204.68,34.5553,14522.14
2023-03-15,153.691,267.4267,24.245,63.665,96.2,197.75,180.45,96.11,96.55,488.195,303.79,89.68,333.61,180.092,334.7397,117.542,144.42,50.3533,178.1265,119.3508,408.576,240.443,36.7248,29.4421,234.18,190.9854,2415.73,54.4782,294.27,492.5346,185.5224,760.3,374.0761,183.8,216.4245,81.9707,67.2354,91.21,366.82,610.6393,100.9777,1188.96,129.32,435.736,202.94,177.39,159.3797,29.2661,113.58,73.91,422.915,818.26,37.7808,77.8561,73.4866,51.175,195.79,34.045,95.0735,81.5595,184.36,103.2676,149.6,341.94,65.9656,35.4994,109.1077,60.39,113.72,55.09,166.7886,39.3125,180.9149,52.592,111.9048,464.97,58.47,57.8045,130.0608,76.76,67.54,42.89,27.3906,293.23,57.0968,262.37,78,64.75,190.2984,68.7557,67.35,107.67,158,308.96,113.31,140.31,13.57,,221.724,212.13,34.8148,14583.48
2023-03-16,156.564,278.2673,25.5589,64.728,100.04,204.93,184.13,100.32,101.07,489.803,310.06,96.6,353.29,179.97,342.1845,122.6512,141.51,51.4413,180.9252,123.7328,420.471,240.105,37.0829,31.2764,240.5,192.021,2439.91,56.9339,300.64,520.9915,189.2748,749.75,393.8653,189.77,219.0125,82.1765,67.7822,94.52,374,634.6647,102.0857,1214.74,133.52,439.032,207.82,182.3581,162.1983,29.6196,119.99,74.35,430.44,819.52,40.5325,78.9636,73.653,51.7,200.59,35.005,94.478,83.3222,191.72,104.2165,151.78,346.45,67.3957,35.6824,110.8105,61.88,114.56,58.88,169.317,39.3847,181.8196,53.4284,114.0649,474.11,60.73,59.1516,133.0172,76.62,69.21,43.2078,27.8496,297.4,57.8742,265.25,80.5,66.77,195.2715,68.6842,67.75,108.13,157.35,314.08,115.55,139.01,14.16,,218.614,221.25,34.6798,14976.39
2023-03-17,155.71,281.5214,25.743,64.166,98.95,195.61,180.13,101.62,102.46,489.592,303.5,97.84,358.14,178.563,334.2947,122.8751,142.45,51.5131,179.4748,123.5011,415.986,235.213,36.868,30.893,237.8,187.4524,2440.85,57.0245,295.77,514.0845,188.4838,747.65,391.6934,189.12,216.3941,79.5625,67.2354,91.94,372.53,637.815,100.3272,1201.15,133.12,436.129,206.88,180.123,159.8226,29.1954,118.15,72.99,427.667,797.87,40.1409,77.2923,71.4075,51.495,199.11,34.86,93.1328,81.7621,188.77,103.0253,150.02,350.01,67.0177,35.4384,109.6481,61.22,113.93,58.51,166.3321,38.8174,181.0154,53.1836,113.884,471.36,59.64,58.5338,130.4635,75.84,68.62,43.1976,27.462,294.74,56.3501,263.16,78.28,66.46,189.6932,68.3165,66.93,105.49,158.25,311.09,116.28,137.15,14.34,,218.225,219.77,34.1608,14903.16
2023-03-20,158.121,274.2675,25.9181,65.462,97.71,197.81,183.25,101.22,101.93,491.844,305.13,96.81,362.88,181.071,342.7105,123.9845,145.61,52.2829,182.9987,124.9517,414.126,240.259,37.2773,30.2194,240.5,192.7722,2493.73,58.0108,298.95,519.0701,189.7109,759.25,393.9057,189.43,219.0835,81.7751,68.5822,78.91,375.59,650.5373,101.4961,1182.75,132.74,445.26,207.07,183.4351,164.1209,29.4681,118.4,73.21,434.218,816.06,40.5225,77.5238,73.1332,52.275,200.42,35.265,94.2213,83.3627,190.64,103.1061,154.52,348.75,68.172,35.8044,111.8608,61.54,117.21,56.84,167.2702,39.1371,186.4739,54.2138,114.0548,483.26,59.32,59.4555,133.102,75.2,66.21,42.8695,27.4926,293.45,57.4139,267.91,79.98,68.09,193.1128,68.8375,66.76,105.46,148.9,313.6,116.31,141.08,14.24,,213.58,210.92,34.4515,14954.03
2023-03-21,160.01,275.8291,26.2173,65.222,100.61,202.16,197.58,104.92,105.84,493.412,305.79,95.93,374.22,181.499,345.2291,125.9996,144.67,52.0058,182.2327,121.2849,424.373,238.447,37.8504,29.494,246.68,194.0717,2571.32,59.0071,302.66,513.0733,191.0699,759.76,388.9761,194.49,221.3467,81.4458,68.6834,78.93,374.36,646.31,102.1975,1220.42,136.02,446.601,207.88,183.3436,168.8722,29.6095,123.69,76.72,432.47,819.63,41.3058,77.0406,74.2663,51.895,207.15,35.585,91.2846,83.3627,190.7,105.125,152.1,352.29,68.4273,35.7333,112.4625,62.46,118.98,59.24,168.6348,39.2403,187.0771,54.2036,115.4815,495.4,60.37,59.9417,138.4108,76.52,69.67,41.7009,28.6045,298.81,57.9764,266.15,81.35,68.84,196.1894,66.9069,67.86,113.02,154.3,314.42,118.59,140.98,15.09,,215.368,218.56,34.8148,15169.2
2023-03-22,158.553,274.328,26.4865,64.625,98.7,199.81,191.15,103.37,104.22,490.065,293.9,97.58,361.71,179.97,343.0544,124.1371,143.46,50.7639,180.0979,119.7336,416.509,235.253,37.042,29.152,240.81,190.0108,2558.24,58.5442,297.87,512.0013,189.2545,751.3,385.7435,190.89,216.4347,80.0771,68.2075,75.58,371.35,644.5385,100.7541,1186.63,133.26,439.465,204,179.4423,164.2921,28.5693,121.17,74.34,430.601,808.97,40.3317,74.9263,73.1228,51.175,198.38,35.245,89.1796,81.6203,184.29,103.5805,148.18,341.83,67.9983,35.2453,109.179,61.21,115,57.89,165.9609,38.7555,183.9005,52.8674,113.6932,475.03,59.12,58.1793,135.5921,74.77,66.19,40.6758,27.5844,303.73,57.9355,261.22,78.82,68.26,192.3461,65.5279,65.99,108.86,149.03,309.13,113.56,138.63,14.51,,211.063,211.13,33.7352,14961.7
2023-03-23,159.658,279.7382,27.21,65.476,98.71,204.28,192.22,105.6,106.26,490.306,320.37,100.28,369,179.093,345.2595,126.3559,142.3,51.041,184.1427,123.6824,434.891,238.601,36.8066,30.0847,244.47,189.7671,2538.76,61.7346,304.75,529.486,192.1348,802.16,392.7642,193.89,216.8,81.0548,68.0455,77.45,379.4,668.4834,100.0426,1191.55,134.54,436.552,207,184.9489,161.0406,28.3572,120.3,72.56,427.055,801.38,42.4607,73.8993,72.5718,51.195,201.14,35.615,87.701,83.3729,188.04,102.5913,149.42,342.17,68.7031,34.676,110.005,63.25,114.5,60.19,165.2987,38.6007,182.7746,52.7756,116.5867,478.74,60.31,58.9086,134.1828,75.71,67.44,40.1838,27.2682,308.22,57.9253,265.17,80.97,69.74,192.7698,64.6698,65.85,112.56,153.29,314.65,117.48,135.46,14.53,,210.839,220.07,33.5588,15154.66
2023-03-24,160.984,282.67,26.7977,65.162,98.13,206.01,190.41,105.44,106.06,497.855,328.39,97.95,374.96,182.6,348.7188,126.9767,142.54,51.8416,183.3562,120.4085,431.955,243.647,36.7555,30.4267,256.42,191.026,2499.33,61.5534,314.39,507.7136,190.3499,820,378.8845,191.55,217.3176,82.3309,69.9086,73.96,376.56,651.7451,99.9612,1187.28,131.54,439.778,204.48,179.3711,157.598,28.5289,116.92,73.88,431.616,810.76,41.2405,73.9396,72.6654,52.04,200.22,35.715,91.4797,80.4655,190.43,102.2884,150.88,343.95,69.3671,35.4486,110.9839,62.99,114.09,60.45,165.2987,39.3847,187.6702,53.3468,119.5908,485.51,60.67,59.4049,132.9006,76.46,65.24,41.2499,27.564,313.45,58.0787,270.03,77.81,69.05,193.3851,66.9579,67.14,111.93,152.72,315.7,118.12,137.39,14,,213.803,216.79,33.9428,15199.69
2023-03-27,159.005,278.4486,26.5496,64.207,98.04,202.84,191.81,102.46,103.06,495.794,327.66,96.61,373.15,183.008,351.0959,125.7961,143.9,51.8724,180.8435,119.7437,429.31,242.347,37.2466,30.2401,252.57,190.8534,2508.31,60.1746,308.47,501.3528,187.3885,820.41,377.8238,192.53,217.551,81.8986,70.0301,71.68,373.92,648.2425,100.2865,1191.79,131.39,444.142,205.27,176.9836,157.6181,29.0339,117.91,73.3,432.289,819.04,41.3862,75.7821,73.7465,52.335,198.75,36.365,90.9252,78.561,188.15,101.5818,148.35,348.36,70.2047,35.6824,111.2286,63.98,116.07,59.9,167.802,39.818,186.2126,53.3978,119.199,489.05,59.9,59.7695,136.2279,76.38,65.6,41.5369,27.8088,317.22,58.6004,269.98,75.67,67.8,193.3448,66.6924,67.88,111.87,154.99,316.94,116.98,138.73,14.34,,211.685,210.65,34.192,15087.8
2023-03-28,158.373,277.29,26.4285,63.987,97.24,200.68,189.19,101.03,101.36,489.311,323.52,94.56,373.4,182.947,351.369,123.4959,142.79,51.7184,181.293,117.2555,421.658,244.108,37.2978,30.3541,249.49,190.7824,2545.12,59.6613,313.25,490.5424,186.2019,826.97,374.7832,190.76,217.3379,83.3291,70.4656,72.84,369.87,643.8742,100.3475,1196.74,128.64,447.115,203.28,175.9778,160.034,29.3974,116.61,72.7,434.037,828.85,40.6229,76.0237,74.6821,51.6,197.27,36.555,91.3154,78.875,189.68,104.1155,146.92,345.54,70.0719,35.7231,111.1267,64.27,113.815,58.24,166.5679,39.6013,188.6754,53.6834,118.576,488.14,59.04,59.7087,138.5062,76.9,67.73,41.8444,28.1353,320.31,58.3754,270.25,76.53,66.25,187.4437,66.8047,67.4,110.25,155.26,317.71,115.55,141.66,14.48,,207.817,213.93,35.1054,15013.39
2023-03-29,161.507,282.6095,27.0029,64.069,100.25,205.35,193.88,101.39,101.9,493.432,332.03,96.09,379.16,184.211,353.7562,127.3126,143.81,52.519,184.919,120.7309,435.695,246.718,37.8094,32.6651,250.76,191.9499,2571.77,63.9487,314.24,521.5578,191.8508,819.35,389.067,192.19,223.1735,83.6585,71.2554,72.86,375.04,663.4106,102.2788,1224.88,129.6,468.804,206,181.8603,163.2049,29.8821,118.8,74.18,436.388,832.08,42.8825,76.3962,75.2123,52.15,199.16,37.02,92.5168,81.9242,198.25,103.4392,148.8,349.71,70.1128,35.8756,118.3155,64.81,113.96,59.84,166.2418,39.8902,191.2489,54.0302,119.7516,487.62,59.86,60.2759,140.7102,79.24,68.1,42.1827,28.7372,361.04,59.1834,274.01,79.87,69.42,189.9453,67.9692,68.21,110.7,158.89,320.07,116.67,141.95,14.66,,215.776,217.4,35.4479,15293.72
2023-03-30,163.104,286.176,27.4022,64.914,102,207.84,195.28,100.89,101.32,494.045,338.43,97.88,381.9,184.374,355.587,129.6636,144.57,52.7858,188.1876,123.0075,442.533,247.199,38.0141,33.2558,251.3,192.0007,2609.76,63.4958,312.16,537.3435,196.9622,811.5,400.0576,193.57,222.7574,83.8231,70.8453,76.44,375.94,681.0849,102.9904,1266.8,131.72,471.313,207.01,184.5222,163.7485,29.7913,122.28,74.39,439.061,841.5,43.4349,77.3426,75.0668,52.49,201.61,36.74,92.8556,83.8591,200.05,104.1054,147.44,349.05,70.6848,35.9162,115.7765,65.81,114.4,60.09,167.3605,40.0655,191.9626,53.8772,119.6611,493.55,61.78,60.5798,141.2506,82.14,67.91,42.4902,29.3288,358.09,59.5721,275.13,81.83,70.56,191.7308,68.3472,68.15,112.22,160.59,326.04,116.59,140.81,14.85,,218.915,218.94,35.9462,15434.11
2023-03-31,165.656,290.4578,27.7964,65.712,103.29,211.94,207.46,103.73,104,499.463,345.48,98.01,385.37,185.873,359.5319,129.8468,144.84,53.6531,189.9955,123.7328,448.305,247.455,38.7918,33.8569,255.47,194.0311,2652.41,60.7281,315.07,536.0896,200.0149,821.67,403.2296,199.74,225.9442,85.3874,70.9878,75.9,386.25,685.1411,105.8467,1318.06,137.26,466.314,210.09,189.4547,167.1408,30.2356,124.4,75.94,442.768,848.98,43.4851,79.034,76.0959,54.01,208.16,37.605,93.4306,84.8722,206.54,107.1338,153.58,357.61,70.8993,36.0696,116.8472,66.46,116.18,60.91,170.9876,39.8902,192.8673,55.0197,121.0175,500.08,63.56,61.7142,143.2322,82.03,72.66,42.9413,29.4411,364.19,60.5438,278.03,82.32,72.18,196.5929,68.8885,68.85,116.83,171.17,332.8,119.3,143.55,15.1,,226,233.12,35.8943,15693.91
2023-04-03,166.932,289.3798,27.9846,65.808,102.41,213.07,194.77,104.36,104.91,499.624,348.28,96.56,380.08,186.077,362.2225,126.9563,146.76,53.689,188.1059,123.219,443.116,250.208,38.8941,34.0849,253.53,196.224,2665.19,59.9935,316.33,527.3826,199.0616,826.19,403.0477,196.33,220.0375,85.6653,71.4969,74.84,388.94,678.3774,106.5786,1313.64,136.55,464.48,211.39,184.8879,165.5503,30.1447,121.46,75.29,442.869,867.95,42.1293,77.1412,75.9296,53.58,207.58,37.74,93.3382,83.7882,204.37,109.6575,159.48,356.21,71.41,36.1821,113.5229,66.31,115.24,60.46,167.6615,40.0759,192.5859,54.9074,121.9217,489.27,63.94,62.1599,153.0445,81.81,70.67,42.8593,30.5122,367.4,60.9325,277.34,81.14,70.71,195.3824,68.9703,68.77,112.9,163.92,329.4,118.69,148.01,14.81,,223.541,226.87,36.8077,15654.62
2023-04-04,166.389,289.3294,27.4722,64.982,103.95,214.72,192.58,104.72,105.12,500.328,346.75,95.87,385.15,185.414,361.9191,124.473,146.31,53.5864,184.2653,121.0029,442.251,253.371,38.9452,34.3025,254.71,193.8484,2638.33,57.6384,314.42,509.9687,197.8851,822.09,396.8453,196.56,217.2263,84.5126,71.8024,73.2,384.93,673.0328,105.7146,1301.9,136.86,458.483,211.51,178.9343,165.4698,29.8014,118.46,75.26,439.071,864.44,40.653,76.5372,73.601,53.16,203.32,37.835,93.6155,82.7043,202.6,109.5565,156.52,348.12,71.7573,36.1514,112.0648,65.97,115.64,60.58,164.9074,39.8283,191.5907,54.071,125.8301,484.01,63.34,61.4509,150.0987,81.59,69.32,42.9105,29.8389,366.8,60.237,275.25,78.49,69.34,190.9238,69.9202,68.02,110.51,166.49,328.76,121.64,148.89,15.15,,223.736,227.92,37.2126,15600.52
2023-04-05,164.511,286.4682,26.8998,64.429,101.1,211.48,185.52,104.47,104.95,499.725,342.35,92.56,382.02,187.24,359.7039,125.2261,149.12,53.5864,180.9967,118.1823,441.588,259.349,39.0999,34.0227,257.99,192.3154,2615.6,57.3868,321.94,499.037,193.0678,825.22,385.491,194.18,216.3433,86.0872,72.6984,72.32,378.36,668.2217,106.6294,1250.05,127.8,455.288,207.56,175.7847,163.6377,29.5792,115.34,73.61,440.149,858.35,40.3216,77.0204,71.1892,52.8,197.55,37.34,97.0758,80.5566,197.87,107.4669,154.61,353.12,73.5959,36.1923,110.9737,65.15,112.82,58.64,163.0262,40.2512,192.4652,52.541,126.7444,476.69,60.86,61.4407,151.508,81.12,66.11,44.0074,29.6247,364.81,59.9608,283.99,76.54,66.22,189.6125,72.6476,67.75,101.3,156.99,323.3,120.98,148.7,14.79,,224.416,213.09,37.4928,15442.68
2023-04-06,165.415,293.7825,27.0559,63.776,102.06,216.1,185.06,108.42,108.9,488.517,339.33,92.47,380.6,187.974,360.685,125.1854,149.61,53.0176,181.9365,115.2912,450.024,259.298,38.8628,34.002,256.9,193.3611,2583.85,59.0524,321.66,499.3505,189.8225,828.73,378.4703,191.93,219.3271,85.7991,72.342,72.03,375.92,661.3976,106.4058,1245,127.82,455.278,208.52,172.8181,164.131,30.3164,109.69,74.96,438.438,861.13,39.4868,77.4836,71.1996,52.56,197.34,37.19,97.4352,79.7259,196.81,107.2247,158.27,350.27,73.8921,36.4377,111.1878,65.52,112.47,60.85,163.4275,40.375,191.4198,52.5104,125.7497,472.52,60.68,61.1976,148.9331,80.16,65.83,44.1406,29.084,364.33,60.0836,286.8,75.34,66.9,187.1209,72.8008,68.36,103.74,158.54,322.08,119,149.04,15.11,,223.512,215.89,37.1399,15556.7
2023-04-07,165.415,293.7825,27.0559,63.776,102.06,216.1,185.06,108.42,108.9,488.517,339.33,92.47,380.6,187.974,360.685,125.1854,149.61,53.0176,181.9365,115.2912,450.024,259.298,38.8628,34.002,256.9,193.3611,2583.85,59.0524,321.66,499.3505,189.8225,828.73,378.4703,191.93,219.3271,85.7991,72.342,72.03,375.92,661.3976,106.4058,1245,127.82,455.278,208.52,172.8181,164.131,30.3164,109.69,74.96,438.438,861.13,39.4868,77.4836,71.1996,52.56,197.34,37.19,97.4352,79.7259,196.81,107.2247,158.27,350.27,73.8921,36.4377,111.1878,65.52,112.47,60.85,163.4275,40.375,191.4198,52.5104,125.7497,472.52,60.68,61.1976,148.9331,80.16,65.83,44.1406,29.084,364.33,60.0836,286.8,75.34,66.9,187.1209,72.8008,68.36,103.74,158.54,322.08,119,149.04,15.11,,223.512,215.89,37.1399,15556.7
2023-04-10,162.773,291.556,27.5983,64.263,102.17,214.75,184.51,106.44,106.95,496.408,338.99,95.48,376.25,186.791,362.6878,126.4984,149.99,53.0797,183.2643,117.3562,447.969,256.821,39.4196,33.7015,258.94,194.5997,2572.57,63.802,323.24,513.1744,193.656,823.76,386.5618,192.62,217.409,85.0066,71.8125,71.31,379.99,665.947,106.4668,1251.62,128.1,453.545,213.61,175.165,163.8693,30.2861,112.6,74.52,438.981,869.75,40.5731,77.8561,72.4367,52.35,198.14,37.485,96.9732,81.6001,196.94,107.6486,160.15,353.89,73.6163,36.0185,111.453,66.91,112.53,61.52,167.9525,40.3338,191.2589,53.2142,126.2119,477.22,61.58,61.8965,151.7305,80.59,66.14,44.3457,29.4104,363.37,60.1449,282.86,77.7,67.75,190.6918,72.2798,68.82,104.95,158.92,321.84,121.04,152.93,15.4,,223.24,214.25,37.4721,15543.17
2023-04-11,161.537,284.9469,27.188,63.667,99.92,213.85,186.79,105.35,106.12,501.253,338.21,94.03,371.11,186.505,362.3743,125.7656,149.95,52.3455,183.7239,117.2354,440.697,257.363,39.5742,33.5253,262.77,195.1174,2566.47,64.1046,324.83,513.225,192.0942,819.64,381.7534,192.81,218.4137,84.9449,71.5885,70.71,379.4,664.0648,107.4832,1285.06,129.86,453.797,213.89,174.6265,164.9665,30.6093,114.25,73.58,441.467,871.04,40.3216,77.9467,73.8453,52.28,197.78,37.87,96.8705,81.6001,195.98,106.1244,155.25,358.52,73.7287,36.0389,111.5345,67,115.04,61.51,170.5612,40.4885,192.4552,53.714,126.2721,478.13,62.92,62.484,153.8286,80.59,64.85,44.3457,29.7369,365.81,60.6461,283.69,77.22,67.7,190.1471,72.5659,68.8,105.96,162.88,321.41,120.39,153.07,14.93,,221.345,211.52,37.69,15439.47
2023-04-12,160.834,285.6118,26.5135,63.168,97.83,214,180.54,104.64,105.22,491.904,331.03,92.33,369.89,186.138,363.4869,122.4069,149.51,51.8181,181.3542,113.9917,438.269,255.388,38.8112,33.1833,261.77,196.1733,2547.25,62.481,326.37,502.6674,189.9442,820.43,373.9043,195.28,218.8197,84.5538,71.4867,67.02,376.52,658.9215,107.3409,1256.04,135,457.506,212.18,172.94,162.5405,30.4578,112.42,73.5,445.26,877.35,39.7584,77.3325,74.9628,52.47,193.16,38.07,96.7883,80.2629,191.74,103.8632,155.56,343.28,75.3426,35.998,110.5454,67.19,114.82,60.02,170.5963,40.5194,193.179,53.612,126.7243,470.9,60.1,61.0558,153.6591,81.75,66.84,44.1612,29.8389,363.54,60.7484,285.79,76.46,66.06,189.7335,72.5659,68.59,105.87,158.55,316.49,119.68,150.17,14.06,,220.49,226.21,37.0465,15301.55
